user_id,username,first_name,last_name,business_name,user_segment,region,city,registration_date,preferences
19,kaia.thomas@xtra.co.nz,Kaia,Thomas,NULL,Individual,Manawatu-Wanganui,Whanganui,2020-03-17,"{""notifications"": {""email"": false, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace""], ""saved_searches"": 1}"
20,joshua.harris1@icloud.com,NULL,NULL,Robert Half Wellington,Business,Auckland,Papakura,2010-06-30,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property""], ""saved_searches"": 3}"
21,sarah.mitchell2@yahoo.co.nz,Sarah,Mitchell,NULL,Individual,Auckland,Franklin,2009-04-14,"{""notifications"": {""email"": false, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors""], ""saved_searches"": 0}"
22,hemi.singh6@proton.me,Hemi,Singh,NULL,Individual,Auckland,Waitakere,2025-02-06,"{""notifications"": {""email"": false, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Marketplace"", ""Motors""], ""saved_searches"": 2}"
23,noah_703,NULL,NULL,Seek NZ Recruiting,Business,Nelson-Marlborough,Richmond,2025-12-22,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Motors""], ""saved_searches"": 13}"
24,miaf@icloud.com,Mia,Fraser,NULL,Individual,Bay of Plenty,Whakatane,2020-11-16,"{""notifications"": {""email"": false, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Motors"", ""Jobs""], ""saved_searches"": 1}"
25,sarah_56@xtra.co.nz,Sarah,Fraser,NULL,Individual,Southland,Gore,2025-12-24,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Jobs"", ""Property""], ""saved_searches"": 2}"
26,mightyape@trademe.co.nz,NULL,NULL,Mighty Ape,Business,Wellington,Lower Hutt,2015-02-27,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property""], ""saved_searches"": 10}"
27,randstadnz@trademe.co.nz,NULL,NULL,Randstad NZ,Business,Auckland,Waitakere,2022-01-05,"{""notifications"": {""email"": false, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Marketplace""], ""saved_searches"": 2}"
28,thomasm@xtra.co.nz,Thomas,Mitchell,NULL,Individual,Hawkes Bay,Hastings,2022-02-12,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Marketplace"", ""Property""], ""saved_searches"": 3}"
29,ethan_23@xtra.co.nz,Ethan,Reid,NULL,Individual,Bay of Plenty,Mount Maunganui,2005-03-31,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors""], ""saved_searches"": 2}"
30,oliver_29@icloud.com,Oliver,Te Whare,NULL,Individual,Auckland,Papakura,2016-06-28,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Marketplace"", ""Property""], ""saved_searches"": 0}"
31,tradesuppliesnz@hotmail.com,NULL,NULL,Trade Supplies NZ,Power Seller,Auckland,Auckland City,2015-05-01,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Property""], ""saved_searches"": 13}"
32,thomas.lee@icloud.com,Thomas,Lee,NULL,Individual,Gisborne,Gisborne,2015-11-27,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property""], ""saved_searches"": 2}"
33,liam.reid9@trademe.co.nz,NULL,NULL,Mighty Ape,Business,Taranaki,Hawera,2023-08-04,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace""], ""saved_searches"": 4}"
34,kaiat39,NULL,NULL,Kiwi Deals Trading,Business,Bay of Plenty,Mount Maunganui,2007-09-12,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Jobs"", ""Motors""], ""saved_searches"": 5}"
35,maia.martin@trademe.co.nz,Maia,Martin,NULL,Individual,Canterbury,Waimakariri,2024-12-18,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property""], ""saved_searches"": 5}"
36,william_60@icloud.com,William,Kim,NULL,Individual,Manawatu-Wanganui,Levin,2013-11-01,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property""], ""saved_searches"": 2}"
37,kaia_769,NULL,NULL,LJ Hooker,Business,Nelson-Marlborough,Richmond,2007-07-16,"{""notifications"": {""email"": false, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Marketplace"", ""Property""], ""saved_searches"": 12}"
38,joshua.stewart@icloud.com,Joshua,Stewart,NULL,Individual,Auckland,North Shore,2002-03-22,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace""], ""saved_searches"": 3}"
39,ryanl@trademe.co.nz,Ryan,Lee,NULL,Individual,Bay of Plenty,Whakatane,2016-09-13,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs""], ""saved_searches"": 1}"
40,kiwiseller555,Mia,Jones,NULL,Individual,Canterbury,Ashburton,2018-10-28,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Property"", ""Jobs""], ""saved_searches"": 0}"
41,nz_rachel_83,Rachel,Anderson,NULL,Individual,Canterbury,Ashburton,2017-01-15,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Motors"", ""Property""], ""saved_searches"": 1}"
42,lucas.campbell@hotmail.com,Lucas,Campbell,NULL,Individual,Bay of Plenty,Mount Maunganui,2003-05-20,"{""notifications"": {""email"": false, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Motors"", ""Marketplace""], ""saved_searches"": 4}"
43,kiwideals875,Ethan,Ngata,NULL,Individual,Hawkes Bay,Havelock North,2015-06-19,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors""], ""saved_searches"": 5}"
44,jack.lee@outlook.com,Jack,Lee,NULL,Individual,Auckland,Franklin,2026-01-24,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Marketplace""], ""saved_searches"": 1}"
45,avac@xtra.co.nz,NULL,NULL,Kiwi Deals Trading,Power Seller,Otago,Queenstown,2021-05-22,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs""], ""saved_searches"": 14}"
46,hannah.nguyen@icloud.com,NULL,NULL,NZ Motors Group,Power Seller,Canterbury,Christchurch,2013-01-08,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Jobs"", ""Motors""], ""saved_searches"": 12}"
47,sophie.nguyen3@xtra.co.nz,Sophie,Nguyen,NULL,Individual,Canterbury,Waimakariri,2009-12-18,"{""notifications"": {""email"": false, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Marketplace"", ""Jobs""], ""saved_searches"": 0}"
48,matthew.henare1@xtra.co.nz,Matthew,Henare,NULL,Individual,Auckland,North Shore,2015-07-14,"{""notifications"": {""email"": false, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Marketplace""], ""saved_searches"": 4}"
49,emmab22,Emma,Brown,NULL,Individual,Canterbury,Selwyn,2022-10-06,"{""notifications"": {""email"": false, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Marketplace"", ""Jobs""], ""saved_searches"": 2}"
50,liamw@icloud.com,Liam,Williams,NULL,Individual,Bay of Plenty,Mount Maunganui,2022-08-01,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Jobs"", ""Motors""], ""saved_searches"": 0}"
51,harper.walker@icloud.com,Harper,Walker,NULL,Individual,Auckland,Franklin,2009-08-20,"{""notifications"": {""email"": false, ""push"": false, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Marketplace""], ""saved_searches"": 3}"
52,lauren_22@gmail.com,Lauren,Clark,NULL,Individual,Bay of Plenty,Whakatane,2006-09-01,"{""notifications"": {""email"": false, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Marketplace""], ""saved_searches"": 0}"
53,noahs@outlook.com,Noah,Scott,NULL,Individual,Canterbury,Waimakariri,2016-03-08,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Property"", ""Jobs""], ""saved_searches"": 4}"
54,mia_760,Mia,White,NULL,Individual,Waikato,Rotorua,2022-03-19,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs""], ""saved_searches"": 2}"
55,harpers@outlook.com,Harper,Scott,NULL,Individual,Auckland,Franklin,2012-05-13,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Marketplace"", ""Motors""], ""saved_searches"": 5}"
56,firstnational@trademe.co.nz,NULL,NULL,First National,Business,Wellington,Upper Hutt,2009-01-04,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs""], ""saved_searches"": 14}"
57,hannaht@trademe.co.nz,Hannah,Thompson,NULL,Individual,Wellington,Lower Hutt,2024-07-08,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Marketplace""], ""saved_searches"": 4}"
58,anikan@proton.me,NULL,NULL,Auckland Auto Centre,Business,Auckland,Waitakere,2019-07-17,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property""], ""saved_searches"": 14}"
59,noaht58,Noah,Taylor,NULL,Individual,Otago,Dunedin,2020-04-01,"{""notifications"": {""email"": true, ""push"": false, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Motors""], ""saved_searches"": 4}"
60,kiwideals90,Benjamin,Nguyen,NULL,Individual,Northland,Kerikeri,2004-02-02,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Jobs"", ""Motors""], ""saved_searches"": 2}"
61,jackh@icloud.com,Jack,Henare,NULL,Individual,Canterbury,Waimakariri,2004-12-30,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Jobs""], ""saved_searches"": 2}"
62,canterburycarsa@trademe.co.nz,NULL,NULL,Canterbury Car Sales,Business,Canterbury,Timaru,2016-01-24,"{""notifications"": {""email"": true, ""push"": false, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Marketplace"", ""Property""], ""saved_searches"": 1}"
63,hemi_622,NULL,NULL,Auckland Auto Centre,Power Seller,Auckland,Franklin,2025-02-03,"{""notifications"": {""email"": false, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property""], ""saved_searches"": 10}"
64,lucasb@gmail.com,Lucas,Brown,NULL,Individual,Waikato,Tauranga,2008-01-29,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Property"", ""Jobs""], ""saved_searches"": 0}"
65,charlottew@xtra.co.nz,Charlotte,Walker,NULL,Individual,Hawkes Bay,Hastings,2006-11-01,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property""], ""saved_searches"": 5}"
66,charlottem@yahoo.co.nz,NULL,NULL,NZ Post Marketplace,Business,Taranaki,Stratford,2006-05-18,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Jobs"", ""Marketplace""], ""saved_searches"": 6}"
67,thomasw@trademe.co.nz,Thomas,Wiremu,NULL,Individual,Canterbury,Waimakariri,2018-11-19,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Motors"", ""Property""], ""saved_searches"": 5}"
68,jack.mitchell6@outlook.com,Jack,Mitchell,NULL,Individual,Auckland,Papakura,2010-04-16,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Motors""], ""saved_searches"": 2}"
69,mia_83@gmail.com,Mia,King,NULL,Individual,Waikato,Rotorua,2015-04-04,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Property"", ""Motors""], ""saved_searches"": 0}"
70,isla.anderson@outlook.com,Isla,Anderson,NULL,Individual,Auckland,Franklin,2004-03-20,"{""notifications"": {""email"": false, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Property""], ""saved_searches"": 4}"
71,nz_james_82,James,Walker,NULL,Individual,Bay of Plenty,Whakatane,2011-02-18,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace""], ""saved_searches"": 3}"
72,nz_jessica_53,Jessica,White,NULL,Individual,Auckland,Papakura,2009-05-09,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Jobs"", ""Marketplace""], ""saved_searches"": 2}"
73,noah.wang8@hotmail.com,Noah,Wang,NULL,Individual,Wellington,Upper Hutt,2002-05-30,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Property""], ""saved_searches"": 5}"
74,thomas_35@yahoo.co.nz,Thomas,Anderson,NULL,Individual,Bay of Plenty,Rotorua,2002-09-27,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs""], ""saved_searches"": 5}"
75,oliverw@gmail.com,Oliver,Wilson,NULL,Individual,Canterbury,Timaru,2020-01-20,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace""], ""saved_searches"": 0}"
76,ethan_216,Ethan,Murray,NULL,Individual,Auckland,Auckland City,2007-06-14,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Marketplace"", ""Motors""], ""saved_searches"": 3}"
77,oliverb@outlook.com,NULL,NULL,Hays NZ,Power Seller,Wellington,Lower Hutt,2009-07-29,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Marketplace""], ""saved_searches"": 12}"
78,charlottes@outlook.com,Charlotte,Singh,NULL,Individual,Auckland,North Shore,2015-10-26,"{""notifications"": {""email"": false, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Motors"", ""Property""], ""saved_searches"": 2}"
79,jackr@proton.me,Jack,Robinson,NULL,Individual,Auckland,North Shore,2016-03-31,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Jobs"", ""Motors""], ""saved_searches"": 0}"
80,matthews@gmail.com,NULL,NULL,Farm Source,Business,Canterbury,Timaru,2010-10-10,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Jobs"", ""Property""], ""saved_searches"": 2}"
81,propertybrokers@yahoo.co.nz,NULL,NULL,Property Brokers,Power Seller,Otago,Oamaru,2004-07-29,"{""notifications"": {""email"": false, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace""], ""saved_searches"": 8}"
82,pacifictradeco@hotmail.com,NULL,NULL,Pacific Trade Co,Power Seller,Auckland,Manukau,2004-04-03,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Motors"", ""Marketplace""], ""saved_searches"": 12}"
83,kiwiseller970,Connor,Tamati,NULL,Individual,Canterbury,Christchurch,2003-06-15,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property""], ""saved_searches"": 5}"
84,harpers@yahoo.co.nz,Harper,Singh,NULL,Individual,Auckland,Franklin,2010-04-06,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors""], ""saved_searches"": 4}"
85,nz_isla_98,Isla,Walker,NULL,Individual,Otago,Wanaka,2001-05-06,"{""notifications"": {""email"": false, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property""], ""saved_searches"": 0}"
86,benjamin_97@gmail.com,Benjamin,Williams,NULL,Individual,Gisborne,Gisborne,2014-08-16,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Jobs"", ""Motors""], ""saved_searches"": 1}"
87,daniel.singh5@xtra.co.nz,Daniel,Singh,NULL,Individual,Auckland,Manukau,2019-10-01,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Motors""], ""saved_searches"": 4}"
88,daniel.te whare5@hotmail.com,Daniel,Te Whare,NULL,Individual,Wellington,Lower Hutt,2021-08-26,"{""notifications"": {""email"": false, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Property"", ""Motors""], ""saved_searches"": 3}"
89,harper.patel7@trademe.co.nz,Harper,Patel,NULL,Individual,Manawatu-Wanganui,Whanganui,2007-06-28,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Jobs"", ""Marketplace""], ""saved_searches"": 3}"
90,tane.clark4@trademe.co.nz,Tane,Clark,NULL,Individual,Canterbury,Timaru,2020-01-18,"{""notifications"": {""email"": false, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Marketplace""], ""saved_searches"": 3}"
91,jamest@proton.me,James,Thompson,NULL,Individual,Otago,Dunedin,2008-11-03,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Motors""], ""saved_searches"": 4}"
92,liam_10@icloud.com,Liam,Henderson,NULL,Individual,Auckland,Waitakere,2004-09-19,"{""notifications"": {""email"": false, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Motors"", ""Jobs""], ""saved_searches"": 3}"
